0x0000000A,objects\characters\elite\mp_elite\mp_elite
0x0000000B,menu_pelican
0x0000000C,menu_scorpion
0x0000000D,menu_phantom
0x0000000E,menu_warthog
0x0000000F,menu_hornet
0x00000010,menu_forklift
0x00000011,menu_banshee
0x00000012,menu_wraith
0x000000A9,objects\weapons\grenade\frag_grenade\frag_grenade
0x000000AA,frag_grenade
0x000000AC,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x000000AD,plasma_grenade
0x000000AF,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x000000B0,claymore_grenade
0x000000B2,firebomb_grenade
0x000000DA,fp
0x000000DB,fp_body
0x000000DC,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000000DF,fp
0x000000E0,fp_body
0x000000E1,objects\characters\elite\mp_elite\mp_elite
0x000000E2,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000000E3,objects\characters\elite\mp_elite\mp_elite
0x000000E4,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000000E5,objects\characters\elite\mp_elite\mp_elite
0x000000E6,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000000E7,objects\characters\elite\mp_elite\mp_elite
0x000000F8,sounds\materials\soft\organic_flesh\melee_impact
0x000001A4,shaders\particle
0x000001A6,shaders\particle_templates\_0_8_0_0_0_1_0_0_0_0
0x000001BA,shaders\particle_templates\_1_8_0_0_0_1_1_0_0_0
0x000001BE,shaders\particle_templates\_0_8_0_0_0_0_0_0_0_0
0x000001C3,shaders\particle_templates\_5_10_0_2_0_1_1_1_0_0
0x00000234,objects\weapons\grenade\frag_grenade\frag_grenade
0x00000239,frag_grenade
0x0000023A,frag_grenade
0x0000023B,frag_grenade
0x0000023C,lod_frag_grenade
0x0000023E,shaders\shader
0x00000241,shaders\shader_templates\_0_1_0_1_1_0_0_0_0_0_0_0
0x00000280,shaders\shader_templates\_0_0_1_0_0_0_0_0_0_0_0_0
0x000002AA,shaders\decal
0x000002AB,shaders\decal_templates\_0_4_0_1_0_0
0x000002AD,shaders\decal_templates\_3_2_0_1_0_0
0x000002C8,shaders\particle_templates\_5_3_0_0_0_0_1_1_0_1
0x000002CC,shaders\particle_templates\_3_3_0_0_0_0_1_1_0_1
0x000002CF,shaders\particle_templates\_5_3_0_2_0_0_1_1_0_1
0x000002D2,shaders\particle_templates\_5_3_0_2_1_1_1_1_0_1
0x000002D6,shaders\particle_templates\_3_3_0_0_0_1_1_1_0_1
0x000002DF,shaders\particle_templates\_5_8_0_0_0_0_1_0_0_0
0x000002E6,shaders\particle_templates\_3_8_0_0_0_1_1_0_0_0
0x000002F0,shaders\particle_templates\_0_3_0_0_0_0_0_1_0_0
0x000002F9,shaders\particle_templates\_0_3_0_0_0_0_0_1_0_1
0x00000301,shaders\particle_templates\_5_3_0_1_1_1_1_1_0_1
0x00000309,shaders\decal_templates\_0_4_0_1_1_0
0x00000311,shaders\decal_templates\_0_3_0_1_1_0
0x00000316,shaders\particle_templates\_0_3_0_0_0_0_1_1_0_0
0x00000320,shaders\particle_templates\_0_3_0_0_0_0_1_0_0_1
0x00000324,shaders\particle_templates\_0_3_0_0_0_1_0_1_0_0
0x0000032A,shaders\particle_templates\_3_3_0_0_0_0_0_1_0_1
0x00000339,shaders\particle_templates\_0_3_0_0_0_0_1_1_0_1
0x0000034E,shaders\particle_templates\_0_3_0_0_1_0_1_1_0_1
0x00000353,shaders\particle_templates\_1_3_0_0_0_0_1_1_0_1
0x00000357,shaders\particle_templates\_3_10_0_0_0_0_1_1_0_1
0x0000035C,shaders\particle_templates\_0_8_0_0_0_0_1_1_0_1
0x00000365,shaders\particle_templates\_5_3_0_0_1_1_1_1_0_1
0x00000370,shaders\particle_templates\_5_3_0_0_0_0_1_1_0_0
0x00000373,shaders\particle_templates\_0_3_0_0_0_1_1_1_0_1
0x00000378,shaders\particle_templates\_0_3_0_0_1_0_0_1_0_1
0x00000383,shaders\particle_templates\_3_3_0_0_0_1_1_0_0_1
0x00000386,shaders\particle_templates\_0_3_0_0_0_1_1_0_0_1
0x0000038D,shaders\particle_templates\_0_8_0_0_1_0_1_1_0_1
0x0000039E,shaders\particle_templates\_3_3_0_0_0_1_0_1_0_1
0x000003A4,shaders\decal_templates\_2_4_0_1_0_0
0x000003A7,shaders\particle_templates\_5_3_0_0_0_1_1_1_0_1
0x000003AB,shaders\particle_templates\_0_8_0_0_0_0_1_0_0_0
0x000003B5,shaders\particle_templates\_1_3_0_0_0_1_1_1_0_0
0x000003B8,shaders\particle_templates\_0_3_0_1_0_0_0_1_1_0
0x000003CB,shaders\particle_templates\_3_8_0_0_0_1_1_0_1_0
0x000003D0,shaders\particle_templates\_3_2_0_0_0_1_1_0_1_0
0x000003D3,shaders\particle_templates\_3_3_0_2_1_1_1_1_0_1
0x000003D7,shaders\particle_templates\_1_10_0_1_0_1_1_1_1_0
0x000003DA,frag_grenade
0x000003E2,shaders\particle_templates\_3_3_0_0_1_1_1_0_0_1
0x000003EE,objects\weapons\grenade\plasma_grenade\plasma_grenade
0x000003F3,plasma_grenade
0x000003F4,plasma_grenade
0x000003F5,plasma_grenade
0x000003F6,lod_plasma_grenade
0x000003FD,shaders\shader_templates\_0_1_0_1_2_1_0_0_0_0_0_0
0x00000400,shaders\shader_templates\_0_0_0_0_0_0_1_3_0_1_0_0
0x00000416,shaders\particle_templates\_0_8_0_0_0_0_0_0_1_0
0x0000041A,shaders\particle_templates\_3_8_0_0_0_0_1_0_0_0
0x0000041E,plasma_grenade
0x0000042A,shaders\contrail
0x0000042B,shaders\contrail_templates\_0_8_0_0
0x00000436,shaders\particle_templates\_4_8_0_0_0_1_1_0_0_0
0x00000446,shaders\decal_templates\_0_8_1_0_0_2
0x0000044B,shaders\particle_templates\_1_3_0_0_0_1_1_0_0_0
0x0000044F,objects\weapons\grenade\claymore_grenade\claymore_grenade
0x00000454,claymore_grenade
0x00000455,claymore_grenade
0x00000456,claymore_grenade
0x00000457,lod_brute_grenade
0x0000045E,shaders\shader_templates\_0_2_0_2_1_2_1_0_0_1_0_0
0x00000462,shaders\shader_templates\_0_1_0_0_0_0_0_0_0_1_0_0
0x00000490,shaders\particle_templates\_3_8_0_0_0_0_1_0_1_0
0x0000049A,shaders\light_volume
0x0000049B,shaders\light_volume_templates\_0_8_0
0x000004F1,shaders\particle_templates\_0_1_0_0_0_0_0_0_0_0
0x000004FE,shaders\decal_templates\_0_3_0_0_1_0
0x0000050E,shaders\decal_templates\_1_2_1_0_0_0
0x00000518,shaders\particle_templates\_3_8_0_0_0_0_1_1_0_0
0x0000051B,shaders\particle_templates\_3_3_0_0_0_0_1_1_0_0
0x0000051E,shaders\particle_templates\_3_8_0_0_0_1_1_1_0_0
0x00000521,shaders\decal_templates\_2_2_0_0_0_0
0x00000524,shaders\decal_templates\_2_8_1_0_0_0
0x0000052D,shaders\particle_templates\_3_3_0_2_0_0_1_1_0_1
0x0000053E,shaders\decal_templates\_2_3_0_1_1_0
0x0000054C,shaders\particle_templates\_3_3_0_0_0_1_1_1_0_0
0x0000054F,shaders\decal_templates\_2_2_1_0_0_0
0x00000559,shaders\particle_templates\_3_10_0_0_0_1_1_1_0_0
0x0000055D,shaders\particle_templates\_1_3_0_2_0_0_0_1_0_0
0x00000562,shaders\decal_templates\_2_10_1_1_0_3
0x00000569,shaders\decal_templates\_0_3_0_1_0_0
0x00000576,shaders\particle_templates\_0_3_0_0_0_1_0_1_0_1
0x00000582,shaders\particle_templates\_1_3_0_0_0_0_1_1_0_0
0x00000585,shaders\particle_templates\_3_10_0_0_0_0_0_1_0_1
0x00000590,shaders\particle_templates\_0_8_0_2_0_0_0_1_0_0
0x00000597,shaders\decal_templates\_0_3_0_0_1_1
0x0000059C,shaders\particle_templates\_0_3_0_0_0_0_0_0_0_0
0x000005A1,claymore_grenade
0x000005B7,firebomb_grenade
0x000005C1,firebomb_grenade
0x000005C2,firebomb_grenade
0x000005C3,firebomb_grenade
0x000005CA,shaders\particle_templates\_3_3_0_1_0_1_1_1_0_0
0x000005CF,shaders\shader_templates\_1_1_0_1_5_2_0_1_0_0_0_0
0x000005D5,shaders\shader_templates\_0_1_0_1_1_2_1_0_0_0_0_0
0x000005E9,shaders\decal_templates\_0_2_1_0_0_0
0x000005EC,shaders\decal_templates\_1_8_1_0_0_1
0x0000074B,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x0000074E,fp_assault_rifle
0x0000074F,fp_ar_variant_2
0x00000750,fp_ar_variant_3
0x00000751,fp_ar_variant_5
0x00000752,fp_ar_variant_6
0x00000753,fp_battle_rifle
0x00000754,fp_br_variant_3
0x00000755,fp_br_variant_4
0x00000756,fp_br_variant_6
0x00000757,fp_dmr
0x00000758,fp_dmr_variant_2
0x00000759,fp_dmr_variant_3
0x0000075A,fp_dmr_variant_4
0x0000075B,fp_dmr_variant_6
0x0000075C,fp_covenant_carbine
0x0000075D,fp_smg
0x0000075E,fp_smg_variant_1
0x0000075F,fp_smg_variant_2
0x00000760,fp_smg_variant_4
0x00000761,fp_smg_variant_6
0x00000762,fp_plasma_rifle
0x00000763,fp_magnum
0x00000764,fp_magnum_v2
0x00000765,fp_magnum_v3
0x00000766,fp_excavator
0x00000767,fp_plasma_pistol
0x00000768,frag_grenade
0x00000769,plasma_grenade
0x0000076A,claymore_grenade
0x0000076B,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x0000076C,globals\collision_damage\biped_player
0x0000076D,fx\material_effects\objects\characters\masterchief
0x00000773,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000774,camera\biped_support_camera
0x00000777,spartan_knife
0x00000778,objects\characters\masterchief\damage_effects\masterchief_boarding_melee
