0x00000779,objects\characters\masterchief\damage_effects\masterchief_boarding_melee_response
0x0000077A,objects\characters\masterchief\damage_effects\masterchief_ejection_melee
0x0000077B,objects\characters\masterchief\damage_effects\masterchief_ejection_melee_response
0x0000077F,fx\material_effects\objects\characters\contact\collision\blood_aoe_masterchief
0x00000788,shaders\particle_templates\_5_8_0_0_0_0_0_0_0_0
0x0000078E,shaders\particle_templates\_3_8_0_0_1_1_1_0_0_0
0x00000820,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000825,shaders\shader_templates\_10_1_0_1_1_2_0_0_0_1_0_0
0x000008AE,shaders\decal_templates\_0_4_0_0_1_0
0x000008B7,shaders\particle_templates\_0_3_0_1_0_1_0_1_0_0
0x000008D6,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000008D7,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x000008D8,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000974,shaders\particle_templates\_2_8_0_0_0_1_0_0_0_0
0x00000979,shaders\particle_templates\_0_8_1_0_0_1_1_0_0_0
0x00000995,shaders\particle_templates\_1_8_0_0_0_1_1_0_1_0
0x0000099B,shaders\particle_templates\_0_8_3_0_0_1_1_0_1_0
0x0000099F,shaders\particle_templates\_0_8_0_0_0_1_1_0_1_0
0x000009A3,spartan_knife
0x000009A4,spartan_knife
0x000009AB,shaders\shader_templates\_0_3_0_0_1_4_0_0_0_0_0_0
0x000009B3,shaders\decal_templates\_1_2_1_1_0_0
0x000009B8,shaders\particle_templates\_3_10_0_0_0_0_1_1_0_0
0x000009BD,objects\characters\elite\mp_elite\mp_elite
0x000009BE,fx\material_effects\objects\characters\elite
0x000009C0,objects\characters\elite\damage_effects\elite_melee
0x000009C2,fx\material_effects\objects\characters\contact\collision\blood_aoe_elite
0x000009E0,objects\characters\elite\mp_elite\mp_elite
0x000009E8,shaders\halogram
0x000009EA,shaders\halogram_templates\_0_4_1_0_0_0_0
0x000009FF,shaders\halogram_templates\_2_3_1_0_0_4_0
0x00000A02,shaders\halogram_templates\_0_4_1_0_0_3_0
0x00000A07,shaders\shader_templates\_0_1_0_1_1_2_0_0_0_0_0_0
0x00000A97,shaders\particle_templates\_0_3_0_0_1_0_0_0_0_0
0x00000AD2,fp_assault_rifle
0x00000AD3,fp_assault_rifle
0x00000AE5,shaders\shader_templates\_0_2_0_0_1_4_0_0_0_1_0_0
0x00000AEA,shaders\shader_templates\_0_0_0_0_1_0_0_0_0_1_0_0
0x00000AEE,shaders\shader_templates\_2_0_0_0_0_0_1_1_0_1_0_0
0x00000AF4,shaders\shader_templates\_2_0_0_0_1_4_0_1_0_1_0_0
0x00000AF8,shaders\shader_templates\_2_0_0_0_0_0_8_1_0_1_0_0
0x00000AFC,fp_ar_variant_2
0x00000AFD,fp_ar_variant_2
0x00000B0B,shaders\shader_templates\_8_2_0_0_1_4_0_0_0_1_0_0
0x00000B16,fp_ar_variant_3
0x00000B17,fp_ar_variant_3
0x00000B29,fp_ar_variant_5
0x00000B2A,fp_ar_variant_5
0x00000B38,fp_ar_variant_6
0x00000B39,fp_ar_variant_6
0x00000B42,shaders\shader_templates\_8_2_0_3_1_2_0_0_0_1_0_0
0x00000B49,fp_battle_rifle
0x00000B4A,fp_battle_rifle
0x00000B5E,shaders\shader_templates\_0_3_0_3_1_2_0_0_0_1_0_0
0x00000B61,shaders\decal_templates\_3_3_0_0_1_0
0x00000B65,shaders\halogram_templates\_0_11_0_1_0_2_0
0x00000B69,shaders\shader_templates\_0_0_0_0_0_0_0_3_0_1_0_0
0x00000B70,fp_br_variant_3
0x00000B71,fp_br_variant_3
0x00000B7E,shaders\shader_templates\_8_3_0_3_1_2_0_0_0_1_0_0
0x00000B87,fp_br_variant_4
0x00000B88,fp_br_variant_4
0x00000B99,shaders\shader_templates\_10_3_0_3_1_2_0_0_0_1_0_0
0x00000B9C,fp_br_variant_6
0x00000B9D,fp_br_variant_6
0x00000BAE,fp_dmr
0x00000BAF,fp_dmr
0x00000BC2,shaders\shader_templates\_14_3_0_3_1_4_0_0_0_1_0_0
0x00000BC6,shaders\shader_templates\_0_0_0_0_0_0_0_4_0_0_0_0
0x00000BCB,shaders\shader_templates\_0_1_0_0_1_4_1_1_1_0_0_0
0x00000BD0,shaders\shader_templates\_0_1_0_0_1_0_1_0_1_0_0_0
0x00000BD4,shaders\shader_templates\_2_0_0_0_0_0_8_2_0_1_0_0
0x00000BD9,fp_dmr_variant_2
0x00000BDA,fp_dmr_variant_2
0x00000BEA,fp_dmr_variant_3
0x00000BEB,fp_dmr_variant_3
0x00000BF5,fp_dmr_variant_4
0x00000BF6,fp_dmr_variant_4
0x00000C03,shaders\shader_templates\_0_3_0_3_1_4_0_0_0_1_0_0
0x00000C07,fp_dmr_variant_6
0x00000C08,fp_dmr_variant_6
0x00000C1A,fp_covenant_carbine
0x00000C1B,fp_covenant_carbine
0x00000C29,shaders\shader_templates\_0_1_0_1_1_2_1_0_0_1_0_0
0x00000C2C,shaders\shader_templates\_13_1_0_1_1_2_1_0_0_1_0_0
0x00000C30,shaders\shader_templates\_0_0_0_0_0_0_1_1_0_1_0_0
0x00000C35,fp_smg
0x00000C36,fp_smg
0x00000C3D,shaders\shader_templates\_8_2_0_0_1_2_1_0_0_1_0_0
0x00000C41,shaders\shader_templates\_0_2_0_3_1_2_1_0_0_1_0_0
0x00000C44,fp_smg_variant_1
0x00000C45,fp_smg_variant_1
0x00000C4D,shaders\shader_templates\_14_2_0_0_1_2_1_0_0_1_0_0
0x00000C57,fp_smg_variant_2
0x00000C58,fp_smg_variant_2
0x00000C5E,shaders\shader_templates\_2_0_0_0_1_4_0_2_0_1_0_0
0x00000C65,fp_smg_variant_4
0x00000C66,fp_smg_variant_4
0x00000C6B,fp_smg_variant_6
0x00000C6C,fp_smg_variant_6
0x00000C73,shaders\shader_templates\_8_2_0_3_1_2_1_0_0_1_0_0
0x00000C7A,fp_plasma_rifle
0x00000C7B,fp_plasma_rifle
0x00000C88,shaders\shader_templates\_0_2_0_1_1_2_1_0_0_1_0_0
0x00000C8C,shaders\shader_templates\_0_2_0_1_1_2_0_0_0_1_0_0
0x00000C91,shaders\halogram_templates\_0_1_1_1_0_0_0
0x00000C94,shaders\shader_templates\_0_0_0_0_4_0_6_1_0_0_0_0
0x00000C99,shaders\shader_templates\_2_0_0_0_0_0_3_1_0_1_0_0
0x00000C9D,shaders\shader_templates\_2_0_0_0_4_0_6_1_0_0_0_0
0x00000CA0,fp_magnum
0x00000CA1,fp_magnum
0x00000CA8,shaders\shader_templates\_0_3_0_0_1_4_0_0_0_1_0_0
0x00000CAB,fp_magnum_v2
0x00000CAC,fp_magnum_v2
0x00000CB7,shaders\shader_templates\_8_3_0_0_1_4_0_0_0_1_0_0
0x00000CBC,shaders\shader_templates\_2_0_0_0_0_0_1_0_0_1_0_0
0x00000CBF,fp_magnum_v3
0x00000CC0,fp_magnum_v3
0x00000CCA,fp_excavator
0x00000CCB,fp_excavator
0x00000CD1,shaders\shader_templates\_0_1_0_2_1_2_1_0_0_1_0_0
0x00000CD4,fp_plasma_pistol
0x00000CD5,fp_plasma_pistol
0x00000CE2,shaders\shader_templates\_2_0_0_0_4_0_6_1_0_1_0_0
0x00000CEA,shaders\shader_templates\_0_1_0_2_1_4_1_0_0_1_0_0
0x00000CF0,shaders\shader_templates\_0_1_0_0_1_2_0_0_1_0_0_0
0x00000CF4,shaders\shader_templates\_0_1_0_0_1_2_0_1_0_0_0_0
0x00000CFA,shaders\shader_templates\_0_1_0_2_1_4_0_1_0_1_0_0
0x00000CFD,shaders\shader_templates\_11_1_0_1_1_2_0_0_0_1_0_0
0x00000D02,shaders\shader_templates\_2_0_0_0_0_0_3_1_0_1_0_1
0x00000D05,frag_grenade
0x00000D06,plasma_grenade
0x00000D07,claymore_grenade
0x00000DEC,shaders\particle_templates\_0_0_0_0_1_0_0_0_0_0
0x00000DFF,shaders\shader_templates\_3_3_0_2_1_2_0_0_0_1_0_0
0x00000E02,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000E04,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000E23,shaders\particle_templates\_0_3_0_0_1_0_0_0_0_1
0x00000E35,shaders\particle_templates\_3_8_0_0_0_0_0_0_0_0
0x00000E4D,shaders\shader_templates\_0_3_0_2_1_2_0_0_0_1_0_0
0x00000E50,objects\characters\elite\mp_elite\mp_elite
0x00000E51,objects\characters\elite\mp_elite\mp_elite
0x00000E52,objects\characters\elite\mp_elite\mp_elite
0x00000E60,shaders\particle_templates\_3_8_0_0_1_0_1_0_0_0
0x00000E6F,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000E70,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000E71,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000E72,objects\characters\masterchief\mp_masterchief\mp_masterchief
0x00000E73,objects\characters\elite\mp_elite\mp_elite
0x00000E74,objects\characters\elite\mp_elite\mp_elite
0x00000EA3,shaders\particle_templates\_0_10_0_0_0_1_1_1_0_1
0x00000EA7,shaders\particle_templates\_0_10_0_0_0_0_1_1_0_1
0x00000EAC,shaders\particle_templates\_3_10_0_0_0_1_1_1_0_1
0x00000EBB,shaders\particle_templates\_0_10_0_0_1_0_1_1_0_1
0x00000EE8,shaders\particle_templates\_0_3_0_1_0_0_0_1_0_1
0x00000F07,shaders\particle_templates\_3_3_0_0_1_0_1_1_0_1
0x00000F22,shaders\particle_templates\_0_10_0_0_0_0_1_1_0_0
0x00000FB1,objects\weapons\pistol\plasma_pistol\plasma_pistol
0x00000FB2,objects\weapons\pistol\needler\needler
0x00000FB8,objects\weapons\rifle\covenant_carbine\covenant_carbine
0x00000FB9,objects\weapons\support_low\brute_shot\brute_shot
0x00000FBA,objects\weapons\rifle\spike_rifle\spike_rifle
0x00000FBE,objects\weapons\pistol\excavator\excavator
0x00000FC3,objects\weapons\rifle\beam_rifle\beam_rifle
0x00000FC6,objects\weapons\melee\gravity_hammer\gravity_hammer
0x00000FD8,objects\weapons\rifle\assault_rifle\assault_rifle
0x00000FDF,objects\weapons\rifle\plasma_rifle\plasma_rifle
0x00000FEA,air_assault
0x00000FEB,juggernaut
0x00000FEC,dutch
0x00000FED,chameleon
0x00000FEE,scanner
0x00000FEF,hoplite
0x00000FF0,ballista
0x00000FF1,orbital
0x00000FF2,spectrum
0x00000FF3,gungnir
0x00000FF4,hammerhead
0x00000FF5,oracle
0x00000FF6,widow_maker
0x00000FF7,orbital
0x00000FF8,juggernaut
0x00000FF9,dutch
0x00000FFA,chameleon
0x00000FFB,scanner
0x00000FFC,hoplite
0x00000FFD,ballista
0x00000FFE,spectrum
0x00000FFF,gungnir
0x00001000,oracle
0x00001001,widow_maker
0x00001002,base
0x00001003,base
0x00001004,cutlass
0x00001005,cordylus
0x00001006,saiphos
0x00001007,istirus
0x00001008,platyrhi
0x00001009,chalaro
0x0000100A,calidarum
0x0000100B,uromastix
0x0000100C,tankmode_elite
0x0000100D,cerronsi
0x0000100E,base
0x0000100F,cutlass
0x00001010,cordylus
0x00001011,saiphos
0x00001012,istirus
0x00001013,platyrhi
0x00001014,chalaro
0x00001015,calidarum
0x00001016,uromastix
0x00001017,cerronsi
0x00001018,cleric
0x00001019,objects\equipment\jammer_equipment\jammer_equipment
0x0000101A,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x0000101B,objects\equipment\invisibility_equipment\invisibility_equipment
0x0000101C,objects\equipment\invisibility_equipment\invisibility_equipment
0x0000101D,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x0000101E,objects\equipment\regenerator_equipment\regenerator_equipment
0x0000101F,objects\equipment\tripmine_equipment\tripmine_equipment
0x00001020,objects\equipment\instantcover_equipment\instantcover_equipment
0x00001022,objects\equipment\invincibility_equipment\invincibility_equipment
0x00001027,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x00001028,objects\equipment\powerdrain_equipment\powerdrain_equipment
0x0000102A,objects\equipment\bubbleshield_equipment\bubbleshield_equipment
0x0000102D,objects\weapons\rifle\battle_rifle\battle_rifle
0x0000102E,objects\weapons\rifle\smg\smg
0x0000102F,objects\weapons\melee\energy_blade\energy_blade
0x00001030,objects\weapons\pistol\magnum\magnum
0x00001031,objects\weapons\support_high\rocket_launcher\rocket_launcher
0x00001032,objects\weapons\rifle\shotgun\shotgun
0x00001033,objects\weapons\rifle\sniper_rifle\sniper_rifle
0x00001034,objects\weapons\melee\energy_blade\energy_blade_useless
0x00001035,objects\weapons\rifle\dmr\dmr
0x00001036,objects\weapons\rifle\assault_rifle\ar_variant_2
0x00001037,objects\weapons\rifle\assault_rifle\ar_variant_3
0x00001038,objects\weapons\rifle\assault_rifle\ar_variant_5
0x00001039,objects\weapons\rifle\assault_rifle\ar_variant_6
0x0000103A,objects\weapons\rifle\battle_rifle\br_variant_1
0x0000103B,objects\weapons\rifle\battle_rifle\br_variant_3
0x0000103C,objects\weapons\rifle\battle_rifle\br_variant_4
0x0000103D,objects\weapons\rifle\battle_rifle\br_variant_6
0x0000103E,objects\weapons\rifle\dmr\dmr_variant_2
0x0000103F,objects\weapons\rifle\dmr\dmr_variant_3
0x00001040,objects\weapons\rifle\dmr\dmr_variant_4
0x00001041,objects\weapons\rifle\dmr\dmr_variant_6
0x00001042,objects\weapons\rifle\smg\smg_variant_1
0x00001043,objects\weapons\rifle\smg\smg_variant_2
0x00001044,objects\weapons\rifle\smg\smg_variant_4
0x00001045,objects\weapons\rifle\smg\smg_variant_6
0x00001046,objects\weapons\pistol\magnum\magnum_v2
0x00001047,objects\weapons\pistol\magnum\magnum_v3
0x00001048,objects\weapons\rifle\needle_rifle\needle_rifle
0x0000104B,objects\vehicles\hornet\hornet
0x0000104C,objects\vehicles\warthog\warthog
0x00001052,objects\characters\monitor\monitor_editor
0x00001053,editor_gizmo
0x00001054,mp_area_emitter
0x00001056,plasma_grenade
0x00001061,objects\weapons\machinegun_turret_weapon\machinegun_turret_weapon
0x00001069,rocket
0x0000106D,grenade
0x0000106E,missile
0x00001070,frag_grenade
0x00001071,objects\equipment\tripmine\tripmine
0x00001072,objects\equipment\powerdrain\powerdrain
0x00001073,objects\equipment\powerdrain\powerdrain
0x00001074,objects\equipment\powerdrain\powerdrain
0x00001082,air_assault
0x00001083,air_assault
0x0000108C,shaders\shader_templates\_10_3_0_1_1_2_0_0_0_1_0_0
0x00001091,shaders\shader_templates\_4_1_0_1_1_4_0_0_0_1_0_0
0x00001097,shaders\decal_templates\_4_3_0_0_0_0
0x0000109D,juggernaut
0x0000109E,juggernaut
0x000010A6,shaders\halogram_templates\_0_9_1_1_0_0_0
0x000010AD,shaders\shader_templates\_10_3_0_1_1_2_9_0_0_1_0_0
0x000010C0,dutch
0x000010C1,dutch
0x000010D7,chameleon
0x000010D8,chameleon
0x000010EE,scanner
0x000010EF,scanner
0x00001105,hoplite
0x00001106,hoplite
0x00001121,ballista
0x00001122,ballista
0x0000112D,shaders\shader_templates\_10_1_0_1_1_2_9_0_0_1_0_0
0x00001140,orbital
0x00001141,orbital
0x0000114C,shaders\shader_templates\_10_3_0_1_1_2_9_0_0_0_0_0
0x00001153,shaders\shader_templates\_10_3_0_1_1_2_9_0_0_2_0_0
0x00001162,spectrum
0x00001163,spectrum
0x0000117E,gungnir
0x0000117F,gungnir
0x0000119A,hammerhead
0x0000119B,hammerhead
0x000011A5,shaders\shader_templates\_4_1_0_1_1_2_0_0_0_1_0_0
0x000011B4,oracle
0x000011B5,oracle
0x000011C7,widow_maker
0x000011C8,widow_maker
0x000011E4,base
0x000011E5,base
0x000011ED,shaders\shader_templates\_4_1_0_1_5_2_0_0_0_1_0_0
0x000011F6,base
0x000011F7,base
0x00001202,shaders\shader_templates\_10_1_0_1_8_2_0_0_0_1_0_0
0x00001208,shaders\shader_templates\_0_3_0_1_1_2_0_0_0_0_0_0
0x00001217,cutlass
0x00001218,cutlass
0x00001220,shaders\shader_templates\_3_1_0_1_8_2_0_0_0_0_0_0
0x00001225,shaders\shader_templates\_3_3_0_1_8_2_0_0_0_0_0_0
0x0000122E,cordylus
0x0000122F,cordylus
0x00001244,saiphos
0x00001245,saiphos
0x0000124E,shaders\shader_templates\_10_3_0_1_1_2_0_0_0_0_0_0
0x00001257,shaders\shader_templates\_10_1_0_1_1_2_0_0_0_0_0_0
0x00001260,istirus
0x00001261,istirus
0x0000127B,platyrhi
0x0000127C,platyrhi
0x00001287,shaders\shader_templates\_10_2_0_1_1_2_0_0_0_1_0_0
0x00001297,chalaro
0x00001298,chalaro
0x000012B2,calidarum
0x000012B3,calidarum
0x000012BC,shaders\shader_templates\_3_3_0_1_1_2_0_0_0_0_0_0
0x000012C7,uromastix
0x000012C8,uromastix
0x000012E2,tankmode_elite
0x000012E3,tankmode_elite
0x000012E6,shaders\shader_templates\_0_0_0_0_0_0_0_0_0_0_0_0
0x000012E9,cerronsi
0x000012EA,cerronsi
0x000012F7,shaders\shader_templates\_10_3_0_1_1_2_0_0_0_2_0_0
0x00001303,cleric
0x00001304,cleric
0x00001310,shaders\shader_templates\_3_1_0_1_8_2_0_0_0_1_0_0
0x00001324,objects\equipment\jammer_equipment\jammer_equipment
0x00001327,objects\equipment\jammer\jammer
0x0000132A,objects\equipment\jammer\jammer
0x00001336,shaders\screen
0x0000133A,shaders\screen_templates\_2_0_4_1_0
0x00001346,shaders\beam
0x00001347,shaders\beam_templates\_0_8_0_0
0x00001352,shaders\light_volume_templates\_0_8_1
0x00001355,objects\equipment\jammer\jammer
0x00001356,objects\equipment\jammer\jammer
0x00001357,objects\equipment\jammer\jammer
0x00001358,objects\equipment\jammer\jammer
0x0000136B,shaders\contrail_templates\_0_8_1_0
0x0000136E,shaders\particle_templates\_1_3_0_2_0_1_1_1_1_0
0x00001373,shaders\particle_templates\_0_8_0_0_0_1_1_0_0_0
0x0000137E,shaders\shader_templates\_10_3_0_1_1_2_1_0_0_0_0_0
0x0000139F,shaders\particle_templates\_5_3_0_2_0_0_1_1_0_0
0x000013AC,objects\equipment\jammer_equipment\jammer_equipment
